op_id,op_name,op_ssn,op_salary,op_cc
OP_1327,Jennifer Maynard,839291542,35756.94,CC_261
OP_1328,Dustin Lane,534473632,37583.59,CC_235
OP_1329,Anthony Johnson DVM,219554487,46051.9,CC_359
OP_1330,Jeffrey Evans,068098275,39261.45,CC_46
OP_1331,Eric Rhodes,416846950,38942.49,CC_285
OP_1332,Jennifer Davis,631564237,37835.83,CC_375
OP_1333,Jeff King,439401582,42310.5,CC_218
OP_1334,Jose Hansen,176881936,43152.04,CC_207
OP_1335,Jason Lowery,227053377,40600.38,CC_316
OP_1336,Alyssa Johnson,231385906,44379.55,CC_89
OP_1337,Kimberly Jones,284078331,39001.69,CC_280
OP_1338,Jacob Rivera,170024389,40998.17,CC_428
OP_1339,Jeremy Snyder,032921668,39633.42,CC_405
OP_1340,Rebecca Thomas,566973845,37195.1,CC_166
OP_1341,Shelley Anderson,365115391,40196.87,CC_10
OP_1342,Derrick Smith,435199022,39476.96,CC_424
OP_1343,Julie Stewart,545751065,36647.41,CC_18
OP_1344,Jon Rodriguez,886149046,45954.84,CC_212
OP_1345,Danielle Meadows,720723617,36972.65,CC_172
OP_1346,Megan Rodriguez,109850071,37442.24,CC_156
OP_1347,Robert Waters,006522958,36863.57,CC_113
OP_1348,Wayne Cross,853031015,33743.07,CC_396
OP_1349,Jay Day Jr.,680109636,46622.72,CC_152
OP_1350,Scott Horn,855599820,41554.17,CC_453
OP_1351,Shawn Wilson,521635377,33781.11,CC_159
OP_1352,Gail Lee,383076507,32854.11,CC_146
OP_1353,Thomas Mccarthy,213891377,45661.81,CC_31
OP_1354,Nathan Young,754711685,32530.27,CC_413
OP_1355,Todd Simpson,147856983,34464.43,CC_6
OP_1356,Kevin Booth,092106086,33760.65,CC_181
OP_1357,Valerie Taylor,129848650,37999.8,CC_277
OP_1358,Jessica White,358877036,34705.15,CC_50
OP_1359,Michael Stevens,197109973,35854.28,CC_68
OP_1360,Brett Fitzgerald,587609747,36648.71,CC_327
OP_1361,Jesse Carter,844987230,43621.21,CC_220
OP_1362,Kathleen Sampson,206148131,41746.54,CC_372
OP_1363,Karen Williams,504449424,32488.77,CC_133
OP_1364,Courtney Lopez,257848282,36686.71,CC_365
OP_1365,Emily Anderson,191742094,41001.58,CC_140
OP_1366,Ronald Nguyen,465600347,37264.8,CC_246
OP_1367,Stacy Skinner,545312200,43271.17,CC_138
OP_1368,Melissa Jacobson,382601481,38712.29,CC_80
OP_1369,Russell Liu,460928462,45422.94,CC_375
OP_1370,Thomas Christian,734181708,46764.28,CC_286
OP_1371,Julian Goodman,318275658,35283.7,CC_22
OP_1372,Lori Kennedy,811066268,33009.98,CC_479
OP_1373,Kristine Fuentes,644229486,37494.61,CC_67
OP_1374,Mr. Arthur Knight MD,631756394,44500.68,CC_119
OP_1375,Steven Campbell,386242776,37007.0,CC_412
OP_1376,Kristi Carney,454984918,43745.09,CC_194
OP_1377,Chelsea Clark,488442016,40934.14,CC_374
OP_1378,David Sweeney,531698782,43739.46,CC_489
OP_1379,Claudia Johnson,690138062,34683.65,CC_5
OP_1380,Bianca Guzman,318597992,35193.12,CC_221
OP_1381,Christina Rodriguez,197653281,44236.26,CC_407
OP_1382,Rebekah Leonard,821481517,39945.94,CC_225
OP_1383,Betty Anderson,386784210,34029.96,CC_6
OP_1384,Ann Tucker,085095582,32400.43,CC_101
OP_1385,Felicia Gonzalez,716763800,42571.54,CC_173
OP_1386,William Carter,616788352,37084.77,CC_155
OP_1387,Michael Hall,186746562,38834.33,CC_384
OP_1388,Diana Spencer,580859908,35806.4,CC_232
OP_1389,Rebecca Mcpherson,252689683,41070.07,CC_59
OP_1390,Sandra Ali,418579545,36897.78,CC_121
OP_1391,Robert Davila,738530044,32396.13,CC_450
OP_1392,William Guerra,613221762,40411.68,CC_68
OP_1393,Debbie Rivera,055301722,34206.81,CC_327
OP_1394,Brenda Ochoa,614126290,40237.67,CC_465
OP_1395,Robert Baker,594244377,32531.32,CC_190
OP_1396,Douglas Graham,129714156,46024.46,CC_449
OP_1397,Leslie Murphy,071573822,45530.58,CC_154
OP_1398,Bethany Owens,190132432,44959.42,CC_394
OP_1399,Ariel Webb,338773203,41047.94,CC_276
OP_1400,Nancy Davidson,364802412,35499.52,CC_156
OP_1401,Steven Mcgrath,873540348,44750.24,CC_144
OP_1402,Brandon Harrington,741879574,46756.94,CC_250
OP_1403,Tracy Andrews,841110277,40804.27,CC_63
OP_1404,Tara Hicks,405446331,42995.15,CC_14
OP_1405,Emily Hicks,396353445,44053.36,CC_42
OP_1406,Daniel Taylor,008297630,41576.3,CC_326
OP_1407,Kimberly Price,805145124,32353.17,CC_224
OP_1408,Sharon Carter,092642190,37511.03,CC_397
OP_1409,Kelsey Gutierrez,818367398,36894.06,CC_202
OP_1410,Stephen Shaw,795210319,34492.15,CC_126
OP_1411,Sara Hughes,096583481,44471.11,CC_97
OP_1412,Patrick Robinson,832294770,44569.19,CC_85
OP_1413,Victoria Smith,121063744,36802.49,CC_442
OP_1414,Ryan Ramirez,143103758,37744.26,CC_264
OP_1415,Sean Gonzalez,213943345,46382.91,CC_95
OP_1416,Kathleen Meyers,790506800,36521.57,CC_383
OP_1417,Kathy Johnson,133805687,34115.79,CC_488
OP_1418,Rebekah Martinez,588469320,40150.7,CC_113
OP_1419,James Wilson,407027780,36656.8,CC_420
OP_1420,Roy Benitez,024793848,45339.37,CC_62
OP_1421,Benjamin Wiley,282695921,36682.88,CC_404
OP_1422,Laura Lindsey,883787752,35020.76,CC_471
OP_1423,Tracy Barnett,203014878,37365.04,CC_419
OP_1424,Virginia Harris,369061889,45988.95,CC_301
OP_1425,Teresa Ross,303513291,42014.61,CC_5
OP_1426,Brittany Russell,500891952,33902.34,CC_128
OP_1427,Tammy Ramirez,645958672,33695.56,CC_499
OP_1428,Nicole Pratt,207220499,42732.8,CC_55
OP_1429,Amber Olson,517361274,37613.09,CC_196
OP_1430,Lauren Riley,235815132,35302.07,CC_342
OP_1431,Michael Carrillo,012497260,35220.68,CC_113
OP_1432,Stephen Leonard,782472457,40409.21,CC_186
OP_1433,Wendy Hall,223240940,39912.65,CC_51
OP_1434,Nicole Fisher,673072947,32522.2,CC_406
OP_1435,Christopher Bauer,037096000,40954.97,CC_441
OP_1436,Brittany Walter,332319304,39499.61,CC_207
OP_1437,Dr. Kevin Perkins,015121833,35043.11,CC_62
OP_1438,William Butler,097622568,41670.19,CC_424
OP_1439,Richard Chen,667876080,40878.15,CC_63
OP_1440,Kirsten Jones,039321286,45477.68,CC_402
OP_1441,Daniel Stokes,771206345,45810.21,CC_167
OP_1442,Diane Sutton,491948591,42091.61,CC_187
OP_1443,Nathaniel Juarez,890486232,34574.97,CC_248
OP_1444,Ricky Ponce,673102378,32876.85,CC_129
OP_1445,Kevin Miller,039693408,40694.44,CC_67
OP_1446,Theresa Ward,434038406,43629.79,CC_99
OP_1447,Michelle Barron,271094895,40417.65,CC_219
OP_1448,Sarah Lowery,099143313,36487.08,CC_313
OP_1449,Scott Campbell,074371599,40317.4,CC_154
OP_1450,Brittany Burton,792028305,35068.23,CC_82
OP_1451,Kevin Ramirez,599406001,34849.7,CC_325
OP_1452,Shelby Farmer,791502063,37493.64,CC_143
OP_1453,James Hess,802345056,33029.2,CC_300
OP_1454,Jason Robbins,048145196,43114.36,CC_67
OP_1455,Megan Brown,128806664,42329.38,CC_349
OP_1456,Anita White,252079666,46788.32,CC_68
OP_1457,Tiffany Ramirez,634642938,33921.53,CC_259
OP_1458,Taylor Lee,729515496,38648.66,CC_118
OP_1459,Kelly Walker,888832242,42690.53,CC_436
OP_1460,Levi Hicks,216162808,37100.56,CC_31
OP_1461,Robert Williams,581987124,34661.31,CC_246
OP_1462,David Bishop,635462721,43754.88,CC_424
OP_1463,Debra Gonzales,186895584,46851.54,CC_494
OP_1464,Casey Williams,695662410,37955.17,CC_486
OP_1465,Cory Spencer,498150868,40211.39,CC_230
OP_1466,Jorge Mckinney,851473265,45908.14,CC_31
OP_1467,Sabrina Turner,886802396,33034.1,CC_178
OP_1468,Eric Murray,669653139,42647.8,CC_371
OP_1469,Sarah Brown,810574315,33649.6,CC_363
OP_1470,Cynthia Duncan,442891035,41107.38,CC_127
OP_1471,Randall Randall,640549877,32602.57,CC_115
OP_1472,Scott Harris,758617777,39914.32,CC_125
OP_1473,Matthew Watkins,584039675,34806.33,CC_203
OP_1474,David Wallace,104828207,40183.23,CC_241
OP_1475,Mackenzie James,683150627,34429.61,CC_144
OP_1476,Sara Wolf,795368586,43593.4,CC_303
OP_1477,April Garcia,894775637,43162.1,CC_161
OP_1478,Justin Kelly,633398428,44760.27,CC_335
OP_1479,Lauren Lopez,408197917,34601.3,CC_189
OP_1480,James Hughes,036775811,36743.84,CC_46
OP_1481,Monica Rodriguez DVM,332535276,37914.28,CC_104
OP_1482,Scott Baker MD,571365640,35103.02,CC_342
OP_1483,Madison Escobar,132453171,39077.82,CC_193
OP_1484,Kristi Harding,043818330,32924.83,CC_497
OP_1485,Sean Williams,109159959,34456.93,CC_109
OP_1486,Jason Downs,686894544,38134.79,CC_11
OP_1487,Tammy Gould,190324782,40252.21,CC_248
OP_1488,Elizabeth Boyd,117141719,39621.61,CC_134
OP_1489,Christopher Mclaughlin,809934688,33914.45,CC_25
OP_1490,Matthew King,458831816,34091.7,CC_20
OP_1491,Lauren Reese,895530582,35170.21,CC_288
OP_1492,Melissa Perkins,644062446,40418.98,CC_101
OP_1493,Bradley Mosley,653969805,40507.01,CC_148
OP_1494,Pamela Simpson,379614299,41007.49,CC_3
OP_1495,Scott Howard,672904358,44377.23,CC_420
OP_1496,Dennis Greene,442756865,37898.91,CC_343
OP_1497,Amy Patel,269717605,43305.68,CC_468
OP_1498,Jeffrey Taylor,232854639,46652.43,CC_323
OP_1499,Ashley Clark,759325933,42546.54,CC_196
OP_1500,Brian Roberts,517881932,37810.63,CC_365
OP_1501,Andrew Vega,309549429,40024.67,CC_50
OP_1502,Jason Martinez,498203493,42722.76,CC_371
OP_1503,Tammy Terrell,470449233,32632.07,CC_107
OP_1504,Valerie Baker,614157525,46858.06,CC_250
OP_1505,Margaret Ross,624665141,43092.78,CC_184
OP_1506,Sydney Bender,402411719,38098.29,CC_115
OP_1507,Barbara Woods,646826521,45278.79,CC_242
OP_1508,Michael Taylor,276843006,32719.12,CC_178
OP_1509,Adriana Lane,323376937,34887.31,CC_274
OP_1510,Sean Bailey,037018075,41453.54,CC_46
OP_1511,Jasmine Jones,420983572,33555.23,CC_35
OP_1512,Rodney Carter,821885177,33945.11,CC_144
OP_1513,April Savage,824274205,33673.93,CC_150
OP_1514,Mark Terry,886715006,32725.09,CC_131
OP_1515,Christian Hall,793230259,46812.66,CC_20
OP_1516,Nicholas Molina,396662186,33517.94,CC_20
OP_1517,Becky Washington,627282569,35062.14,CC_390
OP_1518,Max Mullins,154357746,46786.36,CC_136
OP_1519,Yvonne Glass,346070753,38506.71,CC_29
OP_1520,Michelle Byrd,523190024,44235.48,CC_58
OP_1521,Steven Arnold,669683343,46856.93,CC_408
OP_1522,Daniel Maldonado,755702193,35281.46,CC_350
OP_1523,Alexander Green,673930188,45088.04,CC_353
OP_1524,Logan Mueller,713918898,35321.49,CC_242
OP_1525,Miranda Robinson,028751373,37695.03,CC_206
OP_1526,Jill Holmes,845329796,35151.0,CC_123
OP_1527,Morgan King,733146811,42594.01,CC_442
OP_1528,Charles White,296604654,42251.75,CC_373
OP_1529,Dominique Nguyen,763128310,39589.04,CC_122
OP_1530,Tabitha Marshall,714757293,36989.74,CC_246
OP_1531,Adrienne Smith,041631340,35614.77,CC_355
OP_1532,Mr. Jose Paul,093390088,42687.5,CC_36
OP_1533,Stacey Hudson,331333709,42822.73,CC_208
OP_1534,Dawn Mooney,279797570,32301.32,CC_498
OP_1535,Nicole Mccarthy,338259631,37576.36,CC_354
OP_1536,Suzanne Hunt,034096983,33836.55,CC_246
OP_1537,Anthony Mcmillan,315786945,41002.87,CC_474
OP_1538,Mrs. Katie Orr,071807910,40718.49,CC_251
OP_1539,Christopher Douglas,573243552,40494.49,CC_116
OP_1540,Ryan Kirby,200504006,46889.13,CC_407
OP_1541,Christopher Lam,610089694,37243.49,CC_323
OP_1542,Caleb Edwards,635213671,46964.44,CC_431
OP_1543,William Martinez,709763635,38202.63,CC_87
OP_1544,Frank Cook,553280128,35106.71,CC_344
OP_1545,Karen Wagner,100530324,43710.94,CC_137
OP_1546,Denise Martinez,051092627,34979.86,CC_424
OP_1547,Christina Robinson,361102336,39274.68,CC_47
OP_1548,Stephanie Harrington,236021045,45419.54,CC_388
OP_1549,Mark Cook,488834295,45543.51,CC_375
OP_1550,Darius Wilson,107440281,33418.92,CC_254
OP_1551,David Chaney,541587871,36383.38,CC_325
OP_1552,Victor Jones,837257618,35829.5,CC_225
OP_1553,Kimberly Gray,118996845,40767.79,CC_309
OP_1554,Joshua Martin,453803730,41702.84,CC_142
OP_1555,Amy Ford,111534216,38405.46,CC_310
OP_1556,Jonathan Jones,571562423,37559.29,CC_454
OP_1557,Donna Guerra,244377052,37521.4,CC_368
OP_1558,Sandra Brown,190659995,38671.53,CC_70
OP_1559,Susan Randolph,678031588,34369.65,CC_252
OP_1560,Amber Roth,844106670,36789.49,CC_303
OP_1561,Julie Thomas,650282384,36529.84,CC_426
OP_1562,Joseph Pacheco,869678993,39467.17,CC_7
OP_1563,Daniel Wilkins,224806292,41255.15,CC_360
OP_1564,Brandy Neal,128557347,38479.8,CC_323
OP_1565,Johnny Haynes,658309240,37994.45,CC_5
OP_1566,Aaron Sanders,466844928,34191.34,CC_139
OP_1567,Michael Alvarez,815639383,32173.89,CC_94
OP_1568,Lisa Hughes,033713019,37068.57,CC_157
OP_1569,Janet Gallagher,337845846,44809.36,CC_205
OP_1570,Joseph Harris,363122337,42230.7,CC_262
OP_1571,Brenda Kane,377288939,38640.04,CC_414
OP_1572,Nicholas Whitehead,254216154,46246.32,CC_21
OP_1573,Tara Beck,779940967,43071.12,CC_116
OP_1574,Crystal Miller,551624902,38872.25,CC_346
OP_1575,Wendy Anderson,792944549,43636.37,CC_391
OP_1576,James Roy,083890463,45833.39,CC_471
OP_1577,Andrew Moore,819093173,33426.23,CC_473
OP_1578,Hector Roman,335740499,32347.5,CC_417
OP_1579,Joseph Mitchell,027771791,36092.11,CC_276
OP_1580,Jody Thomas,323013626,46679.22,CC_447
OP_1581,Michael Davis,039666464,43979.95,CC_26
OP_1582,Stephen Anderson,094095793,43940.35,CC_23
OP_1583,Nicholas Scott,552628846,41254.62,CC_134
OP_1584,Tiffany Morris,305934792,34939.3,CC_75
OP_1585,Eric Weaver,488516417,45419.93,CC_278
OP_1586,Jeffery Miller,308106091,38587.63,CC_494
OP_1587,Mark Fields,274849646,46079.02,CC_445
OP_1588,Anthony Herman,135401014,33850.54,CC_173
OP_1589,Samuel Johnson,624029901,34609.1,CC_436
OP_1590,Kenneth Smith,322976044,43048.94,CC_179
OP_1591,Kelly Martin,346674088,35693.19,CC_474
OP_1592,Dr. Kelly Mitchell,094638151,44592.96,CC_85
OP_1593,Kristy Terry,191529076,33910.17,CC_386
OP_1594,Robert Abbott,116966800,41586.03,CC_322
OP_1595,Deborah Roberts,897917859,45441.69,CC_126
OP_1596,Rickey Thornton,665334450,35795.39,CC_435
OP_1597,Taylor Kim,785904546,37995.05,CC_324
OP_1598,William Nelson,273322996,37776.95,CC_167
OP_1599,William Orozco,455917411,36187.19,CC_289
OP_1600,Jimmy Steele,113564931,44605.44,CC_408
OP_1601,Deborah Waters,413406767,46667.85,CC_359
OP_1602,Pamela Pratt,289901549,39204.73,CC_260
OP_1603,Maria Pena,886829481,39253.95,CC_48
OP_1604,Laura Carter,726542574,43962.45,CC_352
OP_1605,Leon Richardson,542527416,46559.81,CC_444
OP_1606,Tracy Robbins,246324004,33158.38,CC_174
OP_1607,Kristopher Singleton,803157311,40814.89,CC_236
OP_1608,Dalton Valentine,513239702,41933.81,CC_463
OP_1609,Donald Adkins,549749715,34476.05,CC_334
OP_1610,Harold Esparza,449803812,34670.57,CC_114
OP_1611,Kimberly Davis,637128124,41608.62,CC_429
OP_1612,William Ochoa,749376459,34161.58,CC_261
OP_1613,Robin Williams,696891041,33028.52,CC_152
OP_1614,Charles Schmidt,640268427,41412.78,CC_335
OP_1615,Gary George,344790877,39383.15,CC_280
OP_1616,Antonio Baker,195102127,46582.01,CC_320
OP_1617,Carol Perez,542982774,36521.64,CC_135
OP_1618,Courtney Wallace,601071450,32872.9,CC_447
OP_1619,Phillip White,052122882,34367.02,CC_289
OP_1620,Rose Wilson,737542017,42616.68,CC_11
OP_1621,Phillip Suarez,499269803,35440.32,CC_92
OP_1622,Jesse Mcneil,300274178,45427.44,CC_177
OP_1623,Matthew Perkins,638474606,46332.24,CC_401
OP_1624,Kimberly Bell,283964074,45829.49,CC_181
OP_1625,Gina Holt,133505973,39494.48,CC_261
OP_1626,Stephanie Cross,596933806,32069.79,CC_274
OP_1627,Daniel Bernard,753270223,35871.29,CC_275
OP_1628,Melissa Small,624774211,44952.76,CC_365
OP_1629,Monica Wilson,716572085,41808.11,CC_444
OP_1630,Robert Benson,450389211,38393.76,CC_102
OP_1631,Jason Cannon,562143594,45445.38,CC_492
OP_1632,Seth Moore,563352890,43254.97,CC_151
OP_1633,Sarah Long,526978342,45045.49,CC_119
OP_1634,Gregory Vaughan,042577321,35899.81,CC_344
OP_1635,Mark Young,728587743,33800.05,CC_168
OP_1636,Matthew Casey,879890794,35245.55,CC_354
OP_1637,Charles Duncan,623587005,37119.31,CC_222
OP_1638,Christopher Williams,215430259,34494.37,CC_265
OP_1639,Felicia Calhoun,536062345,34102.21,CC_189
OP_1640,Tyler English,164419739,38028.69,CC_298
OP_1641,Laura Wolf,591207486,46989.48,CC_90
OP_1642,Lori Cherry,293720107,36224.62,CC_389
OP_1643,Jason Marsh,019334639,39234.01,CC_227
OP_1644,Tina Barry,792169204,38132.91,CC_429
OP_1645,Ryan Williams,238317165,40073.55,CC_319
OP_1646,Kevin Monroe,658978629,42066.39,CC_19
OP_1647,Laura Hill,480828149,35222.48,CC_408
OP_1648,Erin Miller,875890543,33966.0,CC_208
OP_1649,Daniel Christian,272030293,41253.24,CC_371
OP_1650,Amber Hamilton,462970243,40094.21,CC_320
OP_1651,David Jackson,101414428,43824.65,CC_131
OP_1652,Sue Mendez,867364134,42762.28,CC_114
OP_1653,Donald Moreno,313648027,42984.08,CC_127
OP_1654,Emily Johnson,558628740,34158.77,CC_28
OP_1655,Sandra Carter,094807273,39896.74,CC_207
OP_1656,Brenda Jones,731834773,46846.06,CC_167
OP_1657,Yolanda Castaneda,524911744,43932.37,CC_272
OP_1658,Vanessa Jackson,020462309,34876.05,CC_193
OP_1659,Ashley Williams,329258844,41970.57,CC_394
OP_1660,Justin Brock,501959199,43693.88,CC_141
OP_1661,Jared Williams,116330329,45569.3,CC_251
OP_1662,Dr. Eric Suarez,769036542,39920.03,CC_355
OP_1663,Micheal Daniels,206562967,43078.87,CC_480
OP_1664,Cathy Daniels,146026980,46042.86,CC_316
OP_1665,Michelle Lee,022589371,37846.36,CC_60
OP_1666,John Deleon,424563823,41679.35,CC_109
OP_1667,Karina Evans,653396928,38188.12,CC_50
OP_1668,Krystal Jones,462250263,36397.95,CC_347
OP_1669,Michele Castillo,151127813,43120.33,CC_127
OP_1670,Danielle Perez,157573582,43111.68,CC_268
OP_1671,Todd Hoffman,531234549,44303.43,CC_210
OP_1672,Charles Fleming,599201095,46683.65,CC_153
OP_1673,Bridget Guzman,225409467,42063.28,CC_156
OP_1674,Jason Collins,002389124,42333.74,CC_331
OP_1675,Elizabeth Castillo,251388414,35240.35,CC_198
OP_1676,Malik Taylor,561627704,42898.85,CC_87
OP_1677,Carl Smith,377294605,34549.68,CC_467
OP_1678,Adam Maldonado,891618026,40535.33,CC_272
OP_1679,Ashley Ray,467362581,45365.6,CC_156
OP_1680,Laura Decker,123636246,33819.13,CC_63
OP_1681,Emily Jacobs,211792089,37861.24,CC_311
OP_1682,Arthur Fuentes,794992550,33611.77,CC_318
OP_1683,Warren Jordan,894204915,32831.37,CC_405
OP_1684,Chase Riley,721900285,40315.67,CC_340
OP_1685,Tina Chen DVM,523248021,34539.64,CC_235
OP_1686,Ryan Jones,657302204,44131.03,CC_375
OP_1687,Mark Williams,119226712,43765.19,CC_177
OP_1688,Tiffany Myers,573659842,32025.9,CC_178
OP_1689,Hannah Sullivan,645212184,43448.74,CC_39
OP_1690,Dr. John Ochoa,766638513,41765.08,CC_203
OP_1691,Aaron Black,421372694,33804.78,CC_289
OP_1692,Eric Hood,653418618,35251.64,CC_17
OP_1693,Deborah Schneider,334045112,35251.75,CC_87
OP_1694,Carol Jones,204541990,42914.51,CC_381
OP_1695,Rebecca Wallace,659284374,39413.68,CC_193
OP_1696,Anthony Macdonald,896062629,36395.24,CC_314
OP_1697,Brooke Leblanc,491728291,32975.38,CC_251
OP_1698,Linda Walker,348400391,35610.73,CC_231
OP_1699,Deborah Gonzalez,008240036,46807.56,CC_244
OP_1700,Erin Holmes,552292166,32459.98,CC_242
OP_1701,Michael Baker,566778738,39216.81,CC_134
OP_1702,Michael Collins,843768453,39826.5,CC_39
OP_1703,Hailey Kline,470592458,45710.02,CC_121
OP_1704,Karen Orr,524983382,43772.25,CC_79
OP_1705,Michelle Meyer,867826389,38787.22,CC_157
OP_1706,Robert Yu,302240560,35003.72,CC_88
OP_1707,Nancy Mcclure,818717888,40559.07,CC_173
OP_1708,Michele Howell,689892898,38413.04,CC_411
OP_1709,Emily Schmidt,157698891,46108.14,CC_36
OP_1710,Patrick Turner,300247259,43010.83,CC_268
OP_1711,Alexander Cortez,191573619,38797.89,CC_381
OP_1712,Marilyn Walker,850659810,37372.3,CC_280
OP_1713,Gregory Mcbride,107501364,45214.93,CC_475
OP_1714,Miss Andrea Morrison,569564835,36952.24,CC_274
OP_1715,Jeffery Booth,118156927,44811.48,CC_483
OP_1716,Eric Fisher,184712731,46105.53,CC_236
OP_1717,Melanie Berg,081084592,45810.85,CC_463
OP_1718,Shane Hill,466423055,38832.07,CC_329
OP_1719,Mark Day,591015314,34722.6,CC_135
OP_1720,William Scott,099345709,32809.41,CC_122
OP_1721,Frank Fowler,071881550,41370.16,CC_373
OP_1722,Amber Daniel,355550388,45571.75,CC_390
OP_1723,Jessica Martin,394686508,46378.93,CC_75
OP_1724,Tracy Kidd,451826943,39304.43,CC_293
OP_1725,Brian Simpson,715442751,36285.41,CC_497
OP_1726,Diana Herman,209827420,35586.76,CC_63
OP_1727,Megan Kennedy,117860893,39672.95,CC_353
OP_1728,Ronald Smith,850830612,43722.7,CC_381
OP_1729,Dawn Manning,566478891,45151.08,CC_25
OP_1730,Madeline Butler,547398683,34423.67,CC_148
OP_1731,Martin Porter,842690416,33339.96,CC_317
OP_1732,Rachel Jimenez,125687174,41955.93,CC_426
OP_1733,Lisa Cruz,637856671,35738.84,CC_429
OP_1734,Amanda Gregory,023932865,42455.89,CC_307
OP_1735,Kyle Miller,688899853,40925.48,CC_475
OP_1736,Robert Tyler,867193904,40363.74,CC_67
OP_1737,Ann Davis,707542542,32106.38,CC_56
OP_1738,Jordan Lewis,127359270,46401.87,CC_165
OP_1739,Melvin Rosario,411278962,38987.6,CC_450
OP_1740,Courtney Harding,688557593,36890.56,CC_46
OP_1741,Cristina Robinson,669816164,38748.63,CC_124
OP_1742,Ms. Tammy Mclaughlin MD,531376269,33596.24,CC_402
OP_1743,Donna Johnson,759881851,41673.08,CC_354
OP_1744,Evan Dudley,289851444,34558.56,CC_254
OP_1745,Brett Hudson MD,276788752,38309.9,CC_86
OP_1746,Natalie Howard,037267002,33120.01,CC_31
OP_1747,Kayla Smith,528374765,41855.62,CC_22
OP_1748,Ryan Sullivan,323982828,32050.78,CC_241
OP_1749,Heidi Mitchell,674720164,40847.82,CC_350
OP_1750,Thomas Porter,262466155,43552.43,CC_303
OP_1751,Tara Kim,830958212,32568.05,CC_287
OP_1752,Rodney Wagner,319699284,42904.28,CC_483
OP_1753,Matthew Shaw,302302978,35569.13,CC_434
OP_1754,Tracy Conrad,282587113,44436.99,CC_100
OP_1755,Jennifer Smith,252789131,35750.72,CC_122
OP_1756,Jessica Blevins,452998579,35192.26,CC_325
OP_1757,Jennifer Wright,443759880,42891.74,CC_72
OP_1758,Andrew Dunn,300183369,46113.73,CC_120
OP_1759,Erin Clark,099294975,34153.42,CC_424
OP_1760,Cameron Daniel,196224418,40186.81,CC_430
OP_1761,Timothy Miles,455489726,34175.83,CC_495
OP_1762,Kristy Kline,122361332,35062.4,CC_264
OP_1763,Lisa Cook,896791278,33033.09,CC_450
OP_1764,Amber Maddox,180666970,45192.25,CC_467
OP_1765,William Kelley,161540578,45837.19,CC_479
OP_1766,Susan Gomez,468093792,45622.58,CC_263
OP_1767,Brandi Richards,401096314,35453.84,CC_21
OP_1768,Daniel Scott,810601290,32166.55,CC_422
OP_1769,William Mendez,427957180,44105.9,CC_498
OP_1770,Audrey Bush,815525987,38842.52,CC_183
OP_1771,Anthony Hill,529770767,42074.05,CC_127
OP_1772,Antonio Ingram,313512831,34176.13,CC_427
OP_1773,Joshua Perez,258044328,45664.26,CC_434
OP_1774,Nicholas Padilla,391583663,46984.29,CC_188
OP_1775,Aaron Diaz,562426163,44457.9,CC_170
OP_1776,Brandon Pittman,578293288,42301.0,CC_491
OP_1777,Deborah Dunn,677061105,39592.14,CC_35
OP_1778,Mary Douglas,682247827,43094.3,CC_58
OP_1779,Brandy Long,708168148,46192.54,CC_4
OP_1780,Dennis Cardenas,658288860,33759.43,CC_460
OP_1781,Marissa Ramirez,085852087,37618.16,CC_195
OP_1782,Autumn Sharp,458355017,37501.95,CC_400
OP_1783,William Howell,723690145,33086.27,CC_263
OP_1784,Christine Ramirez,777915771,45212.73,CC_83
OP_1785,Bryan Williams,658335704,33949.69,CC_52
OP_1786,Renee Stewart,853812749,37537.49,CC_310
OP_1787,Margaret Owens,258614450,44947.08,CC_218
OP_1788,Mark Dunn,400349614,45892.08,CC_27
OP_1789,Andrew Ellis,573399253,41475.28,CC_2
OP_1790,Riley Price,007768433,41119.03,CC_466
OP_1791,Craig Velazquez,464739167,44834.97,CC_147
OP_1792,Rita Garcia,206084853,42268.39,CC_31
OP_1793,Micheal Mitchell,580840036,36202.98,CC_172
OP_1794,Thomas Warner,055514499,42433.9,CC_282
OP_1795,Taylor Hughes,421649753,34152.94,CC_35
OP_1796,Melissa Medina,560914696,37168.08,CC_75
OP_1797,Steven Cuevas,773097198,32830.2,CC_374
OP_1798,Mark Nelson PhD,079455562,35407.48,CC_255
OP_1799,Benjamin Turner,612023390,44429.31,CC_54
OP_1800,Katherine Moore,134579119,33179.9,CC_420
OP_1801,Dr. Henry Perez,683383628,43232.16,CC_298
OP_1802,Gabriella Burns,065508467,39850.03,CC_246
OP_1803,Julie Skinner,389114440,44108.25,CC_246
OP_1804,William Stevens,763201521,44173.03,CC_252
OP_1805,Tyler Hardy,472406935,32891.52,CC_31
OP_1806,Deanna Mullen,345908084,42952.8,CC_109
OP_1807,Michael Waller,145394079,35918.21,CC_315
OP_1808,Laura Mccarthy,674676396,37787.99,CC_303
OP_1809,Janice Hill,465324144,39118.73,CC_138
OP_1810,Michaela Watson,819137145,45405.19,CC_352
OP_1811,Zachary Peters,315174745,35226.38,CC_41
OP_1812,Ms. Connie Hoffman,506105735,42474.78,CC_445
OP_1813,Jose Shelton,210367766,33626.15,CC_402
OP_1814,Michelle Taylor,784770674,43629.87,CC_177
OP_1815,Craig Arias,846868222,37731.3,CC_466
OP_1816,Erin Brooks,297734680,41941.89,CC_102
OP_1817,Nicholas Dunn,527891416,45236.78,CC_173
